ID,risk_probability_default,decision
5116094,0.9999999957201737,Rejected
5116122,0.9999999968887776,Rejected
5116117,0.9999999968282944,Rejected
5115999,0.9999999941400382,Rejected
5116116,0.9999999968282944,Rejected
5116117,0.9999999925139905,Rejected
5116157,0.9999999873485023,Rejected
5116117,0.9999999962734436,Rejected
5116117,0.9999999926026666,Rejected
5116117,0.999999994028709,Rejected
5116183,0.9999999968842761,Rejected
5116147,0.9999999936780168,Rejected
5116161,0.9999999926603598,Rejected
5116251,0.9999999967207429,Rejected
5116117,0.9999999936279751,Rejected
5116118,0.9999999940287112,Rejected
5116118,0.9999999936279773,Rejected
5114802,0.9999999966745761,Rejected
5110529,0.999999996875415,Rejected
5106079,0.9999999966946898,Rejected
5115284,0.9999999967139677,Rejected
5110508,0.999999996875415,Rejected
5113077,0.999999996875415,Rejected
5106506,0.9999999968754114,Rejected
5105770,0.9999999968379552,Rejected
5107017,0.9999999968379552,Rejected
5112579,0.999999996875415,Rejected
5116581,0.9999999968749114,Rejected
5116146,0.9999999967488835,Rejected
5117319,0.9999999968749114,Rejected
5116145,0.999999996748862,Rejected
5116145,0.9999999938173889,Rejected
5115907,0.9999999966935178,Rejected
5116145,0.9999999938173889,Rejected
5116746,0.9999999936582646,Rejected
5116148,0.999999996748884,Rejected
5116080,0.9999999936583381,Rejected
5116145,0.999999996748862,Rejected
5115976,0.9999999936583381,Rejected
5117564,0.9999999968374491,Rejected
5116145,0.999999996748862,Rejected
5116165,0.99999999687495,Rejected
5117519,0.9999999968374491,Rejected
5115995,0.9999999968749476,Rejected
5116148,0.9999999967489088,Rejected
5116135,0.9999999936780504,Rejected
5116252,0.9999999966789845,Rejected
5116202,0.9999999901301609,Rejected
5116169,0.9999999963721051,Rejected
5116204,0.9999999873279511,Rejected
5116204,0.9999999883766019,Rejected
5116104,0.9999999968976041,Rejected
5116204,0.9999999873279511,Rejected
5116102,0.9999999968976041,Rejected
5116205,0.9999999953167373,Rejected
5116101,0.9999999968976041,Rejected
5116204,0.9999999939830968,Rejected
5116206,0.9999999953167373,Rejected
5116206,0.9999999953167373,Rejected
5116205,0.9999999908730349,Rejected
5116186,0.9999999963721331,Rejected
5116206,0.9999999953167373,Rejected
5116205,0.9999999953167373,Rejected
5116536,0.9999999958934538,Rejected
5116500,0.9999999966637843,Rejected
5116335,0.9999999968976561,Rejected
5116374,0.9999999968976552,Rejected
5116315,0.9999999962740191,Rejected
5116464,0.9999999967300577,Rejected
5116275,0.9999999962740191,Rejected
5116301,0.9999999939575392,Rejected
5116412,0.9999999968350988,Rejected
5116507,0.9999999936695807,Rejected
5116284,0.9999999968604139,Rejected
5116301,0.9999999937043209,Rejected
5116257,0.9999999968601991,Rejected
5116290,0.9999999967174937,Rejected
5116267,0.9999999968976041,Rejected
5116285,0.9999999968976059,Rejected
5116262,0.9999999968604139,Rejected
5116270,0.9999999968976045,Rejected
5116303,0.9999999852782446,Rejected
5116302,0.9999999857507207,Rejected
5116281,0.9999999968604139,Rejected
5116303,0.9999999852763346,Rejected
5116283,0.9999999968604139,Rejected
5116278,0.9999999968604139,Rejected
5116303,0.9999999852763346,Rejected
5116304,0.9999999852782446,Rejected
5116304,0.9999999852782417,Rejected
5116301,0.9999999859040491,Rejected
5116302,0.9999999857501669,Rejected
5116302,0.9999999849820098,Rejected
5116304,0.9999999852763346,Rejected
5116302,0.9999999859008923,Rejected
5116301,0.9999999857706321,Rejected
5116303,0.9999999852782446,Rejected
5116303,0.9999999859010953,Rejected
5116283,0.9999999968978395,Rejected
5116429,0.9999999967117168,Rejected
5116473,0.9999999967117168,Rejected
5115896,0.9999999958982015,Rejected
5116556,0.9999999967116739,Rejected
5116165,0.9999999966473272,Rejected
5116130,0.9999999966473272,Rejected
5116467,0.9999999967117168,Rejected
5116407,0.9999999967117168,Rejected
5116473,0.9999999967117168,Rejected
5116186,0.9999999966473272,Rejected
5116268,0.999999995935092,Rejected
5116509,0.9999999960740371,Rejected
5116498,0.9999999934024728,Rejected
5116735,0.9999999968304005,Rejected
5116475,0.9999999965303998,Rejected
5116581,0.9999999968304005,Rejected
5116597,0.9999999964215069,Rejected
5116379,0.9999999968304005,Rejected
5116377,0.9999999965918116,Rejected
5116792,0.9999999939811746,Rejected
5116402,0.9999999966336826,Rejected
5116402,0.9999999965933284,Rejected
5116344,0.9999999968975164,Rejected
5116364,0.999999996756948,Rejected
5116402,0.9999999966336826,Rejected
5116312,0.9999999937041331,Rejected
5116364,0.9999999968975148,Rejected
5116387,0.9999999968975148,Rejected
5116375,0.9999999965246626,Rejected
5116337,0.9999999940293522,Rejected
5116389,0.9999999967180715,Rejected
5116393,0.9999999967180715,Rejected
5116356,0.9999999950756562,Rejected
5116394,0.9999999968603235,Rejected
5116362,0.9999999953592646,Rejected
5116370,0.9999999963179822,Rejected
5116363,0.9999999950908505,Rejected
5116354,0.9999999947908387,Rejected
5116472,0.9999999926040526,Rejected
5116490,0.9999999968840505,Rejected
5116488,0.9999999968977817,Rejected
5116530,0.9999999967572264,Rejected
5116520,0.9999999968977817,Rejected
5116537,0.9999999967570414,Rejected
5116518,0.9999999968977817,Rejected
5116466,0.9999999941005857,Rejected
5116503,0.9999999968977817,Rejected
5116524,0.9999999969021376,Rejected
5114850,0.9999999967181732,Rejected
5116471,0.9999999928413164,Rejected
5116471,0.9999999961358579,Rejected
5114808,0.9999999930169914,Rejected
5115534,0.9999999967181732,Rejected
5115600,0.999999996678832,Rejected
5116472,0.999999996793429,Rejected
5116471,0.9999999968314128,Rejected
5116472,0.9999999966481463,Rejected
5114913,0.9999999946530289,Rejected
5116472,0.9999999945247426,Rejected
5116413,0.9999999968604207,Rejected
5115094,0.999999996678832,Rejected
5116297,0.9999999934561496,Rejected
5114606,0.9999999930169914,Rejected
5115541,0.9999999967181732,Rejected
5114978,0.9999999967181732,Rejected
5115271,0.9999999967181732,Rejected
5116864,0.9999999960753223,Rejected
5116872,0.9999999958404819,Rejected
5116596,0.9999999966468627,Rejected
5116302,0.9999999967632134,Rejected
5116693,0.9999999966878776,Rejected
5116561,0.999999996190071,Rejected
5116846,0.9999999962945423,Rejected
5116605,0.9999999966865827,Rejected
5116526,0.9999999965988198,Rejected
5116553,0.9999999959634922,Rejected
5116636,0.9999999968840396,Rejected
5116671,0.9999999968634468,Rejected
5116559,0.9999999956721524,Rejected
5116558,0.9999999968634237,Rejected
5116572,0.9999999968634237,Rejected
5116665,0.9999999968601991,Rejected
5116529,0.9999999940377597,Rejected
5116743,0.9999999968840514,Rejected
5116675,0.9999999968634468,Rejected
5116636,0.9999999968634237,Rejected
5116748,0.9999999967830775,Rejected
5116566,0.9999999967830775,Rejected
5116748,0.9999999967830775,Rejected
5116552,0.9999999968190207,Rejected
5116586,0.9999999968190207,Rejected
5116643,0.9999999967830775,Rejected
5116582,0.9999999968190207,Rejected
5116592,0.9999999967830775,Rejected
5116546,0.9999999958934538,Rejected
5116544,0.999999996690859,Rejected
5116546,0.9999999947163427,Rejected
5116543,0.9999999953764351,Rejected
5116111,0.9999999967133961,Rejected
5116334,0.999999996050696,Rejected
5116602,0.999999996832613,Rejected
5116601,0.999999996832613,Rejected
5116602,0.999999996832613,Rejected
5116451,0.9999999967117168,Rejected
5116253,0.9999999967133961,Rejected
5115830,0.9999999966739976,Rejected
5117082,0.9999999968842761,Rejected
5116386,0.9999999967133961,Rejected
5116602,0.999999996832613,Rejected
5116435,0.9999999967117168,Rejected
5116353,0.9999999964791033,Rejected
5116755,0.9999999968842515,Rejected
5115917,0.9999999966739976,Rejected
5116232,0.9999999967133961,Rejected
5116675,0.9999999968190207,Rejected
5116654,0.9999999968190207,Rejected
5116753,0.9999999968190207,Rejected
5116661,0.9999999968190207,Rejected
5116668,0.9999999968190207,Rejected
5116675,0.9999999968190207,Rejected
5116690,0.9999999968840514,Rejected
5116672,0.9999999968601991,Rejected
5116637,0.9999999968754003,Rejected
5116704,0.9999999968840514,Rejected
5116620,0.9999999968754003,Rejected
5116672,0.9999999968601991,Rejected
5116600,0.9999999968754003,Rejected
5116692,0.9999999968840514,Rejected
5116755,0.9999999967830775,Rejected
5116663,0.9999999825116793,Rejected
5116737,0.9999999968840563,Rejected
5116631,0.9999999968634237,Rejected
5116605,0.9999999968634237,Rejected
5116628,0.9999999968634237,Rejected
5116712,0.9999999968840776,Rejected
5116622,0.9999999968754003,Rejected
5116614,0.9999999968754003,Rejected
5116595,0.9999999968754003,Rejected
5116820,0.9999999965938895,Rejected
5116593,0.9999999963212387,Rejected
5117041,0.999999995319657,Rejected
5116844,0.9999999965938895,Rejected
5116779,0.9999999965938895,Rejected
5116903,0.9999999966342361,Rejected
5117030,0.999999995319657,Rejected
5116661,0.9999999966723219,Rejected
5116702,0.999999996550103,Rejected
5116712,0.9999999965938895,Rejected
5116844,0.999999996634237,Rejected
5116701,0.999999996550103,Rejected
5116853,0.9999999935226813,Rejected
5116833,0.999999996634237,Rejected
5116800,0.9999999962966415,Rejected
5116737,0.999999996634237,Rejected
5116674,0.9999999968840505,Rejected
5116869,0.9999999963399937,Rejected
5116705,0.9999999968840514,Rejected
5116735,0.9999999968840563,Rejected
5116745,0.9999999968542617,Rejected
5116751,0.9999999968542617,Rejected
5116767,0.9999999968542617,Rejected
5116682,0.9999999968840501,Rejected
5116732,0.9999999968840563,Rejected
5116745,0.9999999968542617,Rejected
5116596,0.9999999968838722,Rejected
5116695,0.9999999968840776,Rejected
5116745,0.9999999968542617,Rejected
5116745,0.9999999968542617,Rejected
5116707,0.9999999968840514,Rejected
5116745,0.9999999968542617,Rejected
5116850,0.9999999875806186,Rejected
5116812,0.9999999967933937,Rejected
5116753,0.9999999923355715,Rejected
5116842,0.9999999929238153,Rejected
5116783,0.9999999876812437,Rejected
5116888,0.9999999934889006,Rejected
5116897,0.9999999929237193,Rejected
5116780,0.9999999967934441,Rejected
5116757,0.9999999876805247,Rejected
5116753,0.9999999923638653,Rejected
5116432,0.9999999967621906,Rejected
5116806,0.9999999954261456,Rejected
5116602,0.9999999963776807,Rejected
5116759,0.9999999953803027,Rejected
5116877,0.9999999954261456,Rejected
5114638,0.9999999959502157,Rejected
5116773,0.9999999958969055,Rejected
5117008,0.9999999954261456,Rejected
5116980,0.9999999954261456,Rejected
5116778,0.9999999963448065,Rejected
5116590,0.9999999968190207,Rejected
5116761,0.9999999967830775,Rejected
5116762,0.9999999967830775,Rejected
5116761,0.9999999967830775,Rejected
5116761,0.9999999967830775,Rejected
5116761,0.9999999967830775,Rejected
5116638,0.9999999934674642,Rejected
5116714,0.9999999968190207,Rejected
5116762,0.9999999967830775,Rejected
5116762,0.9999999967830775,Rejected
5116745,0.9999999968190207,Rejected
5116761,0.9999999967830775,Rejected
5116707,0.9999999968975328,Rejected
5117059,0.9999999953681571,Rejected
5117049,0.9999999958861181,Rejected
5116582,0.9999999966633939,Rejected
5116620,0.9999999968080158,Rejected
5116747,0.9999999967299904,Rejected
5116471,0.9999999968080158,Rejected
5116905,0.9999999963351969,Rejected
5116867,0.9999999967242166,Rejected
5116307,0.9999999926910195,Rejected
5116877,0.9999999968300681,Rejected
5116821,0.9999999968744195,Rejected
5117031,0.9999999968542608,Rejected
5116999,0.9999999953803027,Rejected
5116916,0.9999999968542608,Rejected
5116815,0.9999999968300681,Rejected
5116823,0.9999999960192163,Rejected
5117002,0.9999999953803027,Rejected
5116856,0.9999999968754254,Rejected
5116915,0.9999999968754254,Rejected
5117222,0.9999999968754254,Rejected
5115062,0.9999999968754456,Rejected
5117415,0.9999999960973649,Rejected
5114266,0.9999999968754485,Rejected
5117423,0.9999999968754254,Rejected
5115353,0.9999999968754254,Rejected
5117335,0.9999999968754254,Rejected
5116837,0.9999999968754254,Rejected
5116464,0.9999999968604136,Rejected
5116019,0.9999999968604121,Rejected
5116224,0.9999999931777215,Rejected
5116113,0.9999999968604121,Rejected
5116452,0.9999999936583024,Rejected
5116651,0.9999999939858881,Rejected
5117138,0.9999999968258713,Rejected
5118342,0.9999999968634237,Rejected
5116658,0.999999996483103,Rejected
5116489,0.9999999935822805,Rejected
5116878,0.9999999958388557,Rejected
5116850,0.9999999939807926,Rejected
5116849,0.9999999939807926,Rejected
5116997,0.999999991644969,Rejected
5116917,0.999999991644969,Rejected
5116875,0.9999999966864455,Rejected
5116818,0.9999999964537656,Rejected
5116928,0.999999991644969,Rejected
5117039,0.9999999968542608,Rejected
5117058,0.999999991644969,Rejected
5117040,0.9999999963962065,Rejected
5116691,0.9999999967348663,Rejected
5116750,0.9999999968603255,Rejected
5116725,0.9999999950166278,Rejected
5116925,0.9999999968653872,Rejected
5116723,0.9999999969018718,Rejected
5116857,0.99999999668271,Rejected
5116844,0.9999999968603255,Rejected
5116620,0.9999999967735429,Rejected
5116756,0.9999999962738462,Rejected
5116773,0.9999999968542617,Rejected
5116924,0.999999995948933,Rejected
5116953,0.9999999959489392,Rejected
5116940,0.999999995948933,Rejected
5116853,0.9999999968542033,Rejected
5116820,0.9999999968542441,Rejected
5116785,0.9999999968542617,Rejected
5116836,0.9999999968542441,Rejected
5116898,0.9999999959489319,Rejected
5116949,0.9999999953407073,Rejected
5116872,0.9999999958388557,Rejected
5116902,0.999999996801396,Rejected
5116860,0.9999999964537656,Rejected
5117068,0.9999999968313591,Rejected
5116945,0.9999999958991634,Rejected
5117048,0.999999992745414,Rejected
5115997,0.9999999968977873,Rejected
5114948,0.999999996897605,Rejected
5116439,0.9999999967708451,Rejected
5114146,0.9999999967708451,Rejected
5116192,0.9999999968090962,Rejected
5114110,0.9999999968976041,Rejected
5115299,0.9999999967708451,Rejected
5116500,0.99999999681803,Rejected
5115615,0.9999999967708451,Rejected
5114383,0.9999999968976041,Rejected
5116910,0.9999999966283808,Rejected
5116780,0.999999996634237,Rejected
5116910,0.9999999966283808,Rejected
5116845,0.999999996634237,Rejected
5116752,0.999999996634237,Rejected
5116899,0.9999999966342361,Rejected
5117107,0.9999999968840514,Rejected
5117111,0.9999999968840514,Rejected
5116910,0.9999999930759613,Rejected
5116964,0.9999999947682319,Rejected
5117073,0.9999999967428745,Rejected
5116799,0.9999999965938895,Rejected
5116932,0.9999999933110868,Rejected
5116912,0.9999999922040376,Rejected
5116936,0.9999999966907964,Rejected
5116976,0.999999996729996,Rejected
5116972,0.9999999959489392,Rejected
5116805,0.9999999968982205,Rejected
5116936,0.9999999968982172,Rejected
5116998,0.9999999954388876,Rejected
5116924,0.9999999968982172,Rejected
5116893,0.9999999968982205,Rejected
5116863,0.9999999968982205,Rejected
5116892,0.9999999968982205,Rejected
5116965,0.9999999968602242,Rejected
5115580,0.9999999947282268,Rejected
5116553,0.9999999968602242,Rejected
5116788,0.9999999968602242,Rejected
5116794,0.9999999968602242,Rejected
5115476,0.9999999932599397,Rejected
5116809,0.9999999968602242,Rejected
5116459,0.9999999968602242,Rejected
5116897,0.9999999958782706,Rejected
5115851,0.9999999967179678,Rejected
5116065,0.9999999953593217,Rejected
5116166,0.9999999958782706,Rejected
5117002,0.9999999968602242,Rejected
5116105,0.9999999967179678,Rejected
5117002,0.9999999968602242,Rejected
5116024,0.9999999953593217,Rejected
5116914,0.9999999968542499,Rejected
5117002,0.9999999953407073,Rejected
5116915,0.9999999953407073,Rejected
5116959,0.9999999953407073,Rejected
5116985,0.9999999959489392,Rejected
5116777,0.9999999968542665,Rejected
5117005,0.999999995374228,Rejected
5116807,0.9999999968542665,Rejected
5116914,0.9999999969019628,Rejected
5116982,0.9999999887128664,Rejected
5116875,0.999999996901962,Rejected
5117254,0.9999999935473949,Rejected
5117384,0.9999999940247861,Rejected
5116890,0.999999996901962,Rejected
5116807,0.9999999969019606,Rejected
5116814,0.999999987488747,Rejected
5116910,0.999999996901962,Rejected
5116932,0.9999999968648248,Rejected
5117021,0.9999999958933761,Rejected
5116966,0.999999996729996,Rejected
5116858,0.9999999958428383,Rejected
5116914,0.9999999927757424,Rejected
5116903,0.999999995843049,Rejected
5117155,0.9999999958430426,Rejected
5117087,0.9999999955913978,Rejected
5116964,0.9999999963416624,Rejected
5116931,0.999999995050052,Rejected
5117011,0.9999999958933761,Rejected
5117055,0.9999999954383085,Rejected
5117153,0.9999999968976041,Rejected
5117062,0.9999999957031604,Rejected
5117172,0.9999999959481856,Rejected
5117142,0.9999999968976041,Rejected
5116979,0.9999999967787501,Rejected
5117129,0.9999999959483854,Rejected
5117169,0.9999999968976041,Rejected
5116995,0.9999999967787501,Rejected
5117079,0.9999999967572271,Rejected
5116061,0.9999999966093518,Rejected
5117007,0.9999999965687061,Rejected
5115288,0.9999999967830753,Rejected
5115237,0.9999999967830753,Rejected
5117056,0.9999999967349631,Rejected
5115276,0.9999999967445143,Rejected
5116943,0.9999999965687063,Rejected
5115375,0.9999999967830753,Rejected
5116789,0.9999999965687063,Rejected
5116345,0.9999999965687063,Rejected
5117069,0.999999995438893,Rejected
5117108,0.9999999958437236,Rejected
5116954,0.9999999968761395,Rejected
5116912,0.9999999958991634,Rejected
5116999,0.9999999967346296,Rejected
5117075,0.9999999959489438,Rejected
5117013,0.9999999967346296,Rejected
5116974,0.9999999953828809,Rejected
5117401,0.9999999968895159,Rejected
5117484,0.9999999968895159,Rejected
5116956,0.9999999959033152,Rejected
5117282,0.9999999968895159,Rejected
5116768,0.9999999963505166,Rejected
5116750,0.9999999963505166,Rejected
5116927,0.9999999963351969,Rejected
5117480,0.9999999968895159,Rejected
5117519,0.9999999968895159,Rejected
5117160,0.999999996765228,Rejected
5117071,0.9999999959489438,Rejected
5116989,0.9999999964550632,Rejected
5117002,0.9999999968313591,Rejected
5117111,0.9999999968773923,Rejected
5117074,0.9999999968313591,Rejected
5117290,0.9999999968773923,Rejected
5117259,0.9999999966566526,Rejected
5117198,0.9999999967377344,Rejected
5117095,0.9999999968313591,Rejected
5117138,0.9999999967595885,Rejected
5116994,0.9999999968313071,Rejected
5117263,0.9999999966566526,Rejected
5117217,0.9999999967207489,Rejected
5117173,0.9999999967207489,Rejected
5118387,0.9999999936291706,Rejected
5117521,0.9999999968976057,Rejected
5117287,0.9999999968976057,Rejected
5117958,0.9999999968976099,Rejected
5117884,0.9999999968976101,Rejected
5118125,0.9999999968976099,Rejected
5118122,0.9999999968976099,Rejected
5117946,0.9999999968976099,Rejected
5118907,0.9999999967500321,Rejected
5113709,0.9999999926733929,Rejected
5116202,0.9999999967021884,Rejected
5116803,0.9999999967021884,Rejected
5115993,0.9999999967021884,Rejected
5115283,0.9999999967021884,Rejected
5118904,0.9999999967500321,Rejected
5115868,0.9999999967021884,Rejected
5115164,0.9999999967021884,Rejected
5115909,0.9999999967021884,Rejected
5117212,0.999999996818647,Rejected
5117227,0.999999996818647,Rejected
5117314,0.9999999966468445,Rejected
5117338,0.9999999966468445,Rejected
5117220,0.999999996818647,Rejected
5117302,0.999999996818647,Rejected
5117336,0.999999996818647,Rejected
5117242,0.999999996818647,Rejected
5117325,0.999999996818647,Rejected
5117331,0.9999999966066482,Rejected
5117199,0.9999999967445121,Rejected
5117208,0.9999999967805102,Rejected
5117199,0.9999999967830753,Rejected
5117199,0.9999999967445121,Rejected
5117201,0.9999999961988402,Rejected
5117130,0.9999999967570414,Rejected
5117045,0.9999999967327811,Rejected
5116660,0.9999999968840931,Rejected
5117123,0.9999999968842761,Rejected
5117032,0.9999999968842761,Rejected
5116026,0.9999999966936148,Rejected
5116720,0.9999999968842466,Rejected
5116396,0.9999999935932711,Rejected
5116911,0.9999999968842761,Rejected
5116318,0.9999999935932711,Rejected
5117936,0.9999999966737843,Rejected
5113605,0.9999999915262164,Rejected
5115568,0.999999995838587,Rejected
5114126,0.9999999935215567,Rejected
5114091,0.9999999955866736,Rejected
5117294,0.9999999966840372,Rejected
5116729,0.9999999962928543,Rejected
5113146,0.9999999883714003,Rejected
5113519,0.9999999908689504,Rejected
5115715,0.999999995838587,Rejected
5117688,0.9999999968114446,Rejected
5116970,0.9999999875020492,Rejected
5117254,0.9999999954870789,Rejected
5117208,0.9999999909983418,Rejected
5117017,0.999999990998428,Rejected
5117254,0.999999995208908,Rejected
5117242,0.9999999963447783,Rejected
5117170,0.9999999909983418,Rejected
5117228,0.9999999967327811,Rejected
5117254,0.9999999936582729,Rejected
5117216,0.9999999966934838,Rejected
5117254,0.9999999934762125,Rejected
5117149,0.9999999968749154,Rejected
5117254,0.9999999938864907,Rejected
5117178,0.9999999968749154,Rejected
5117131,0.9999999968749154,Rejected
5117183,0.9999999968749154,Rejected
5117276,0.9999999967377344,Rejected
5117174,0.9999999968773923,Rejected
5117336,0.9999999966718085,Rejected
5117321,0.9999999967355739,Rejected
5117138,0.9999999968773923,Rejected
5117337,0.9999999966718085,Rejected
5117267,0.9999999967377344,Rejected
5117315,0.999999996735569,Rejected
5117321,0.9999999967355739,Rejected
5117309,0.9999999967355682,Rejected
5117370,0.9999999968838724,Rejected
5117374,0.9999999967595501,Rejected
5117394,0.9999999968465174,Rejected
5117393,0.9999999968465174,Rejected
5117322,0.9999999963747257,Rejected
5117325,0.9999999963747257,Rejected
5117331,0.9999999963747264,Rejected
5117334,0.999999996883878,Rejected
5117369,0.9999999967595501,Rejected
5117343,0.9999999967595501,Rejected
5117128,0.9999999963747692,Rejected
5117339,0.9999999966564619,Rejected
5117328,0.9999999966717676,Rejected
5117300,0.9999999967742372,Rejected
5117340,0.9999999965584017,Rejected
5117315,0.999999996735569,Rejected
5117208,0.9999999967207489,Rejected
5117276,0.9999999967207049,Rejected
5117339,0.9999999965584017,Rejected
5117215,0.9999999967595501,Rejected
5117330,0.9999999936416735,Rejected
5117301,0.9999999936420365,Rejected
5117344,0.9999999966066482,Rejected
5117344,0.9999999966066482,Rejected
5117344,0.9999999966066482,Rejected
5117363,0.9999999966908599,Rejected
5117344,0.9999999966066482,Rejected
5117349,0.9999999966954798,Rejected
5117368,0.9999999966908768,Rejected
5117344,0.9999999966066482,Rejected
5117301,0.9999999966066482,Rejected
5117367,0.9999999966954798,Rejected
5117371,0.9999999966954798,Rejected
5117345,0.9999999966468445,Rejected
5117353,0.999999996690859,Rejected
5117259,0.9999999966781326,Rejected
5117371,0.9999999966908768,Rejected
5117355,0.9999999968975968,Rejected
5117349,0.999999996690859,Rejected
5117365,0.999999996690865,Rejected
5117370,0.9999999968604232,Rejected
5117353,0.999999996690859,Rejected
5117370,0.9999999966908768,Rejected
5117348,0.999999996690859,Rejected
5117715,0.9999999966995587,Rejected
5117987,0.9999999966995587,Rejected
5118012,0.9999999968977571,Rejected
5116621,0.9999999968976041,Rejected
5116111,0.9999999968976041,Rejected
5115942,0.9999999968976041,Rejected
5117927,0.9999999966995587,Rejected
5117958,0.9999999966599977,Rejected
5118050,0.9999999968977571,Rejected
5117599,0.9999999966995587,Rejected
5117412,0.9999999968466979,Rejected
5117415,0.9999999949625915,Rejected
5117415,0.9999999962547972,Rejected
5117416,0.9999999935957757,Rejected
5117417,0.9999999935957757,Rejected
5117411,0.9999999968465616,Rejected
5117418,0.9999999966968887,Rejected
5117416,0.9999999966968887,Rejected
5116637,0.9999999966710265,Rejected
5117456,0.9999999965080848,Rejected
5117456,0.9999999965080848,Rejected
5117457,0.999999993359689,Rejected
5117456,0.9999999965080848,Rejected
5117456,0.9999999965080848,Rejected
5117457,0.9999999965080848,Rejected
5117456,0.9999999965080848,Rejected
5117456,0.9999999965080848,Rejected
5115922,0.9999999963198067,Rejected
5117456,0.9999999965080848,Rejected
5117456,0.9999999965080848,Rejected
5116946,0.9999999966511861,Rejected
5117457,0.9999999965080992,Rejected
5117456,0.9999999965080992,Rejected
5117457,0.9999999917376031,Rejected
5117457,0.9999999965080848,Rejected
5117457,0.9999999958559209,Rejected
5117478,0.9999999968634488,Rejected
5117479,0.9999999935999022,Rejected
5117478,0.9999999968634488,Rejected
5117479,0.9999999950215852,Rejected
5116356,0.9999999968754254,Rejected
5117479,0.9999999968634488,Rejected
5116889,0.9999999968754254,Rejected
5117479,0.9999999968634488,Rejected
5117479,0.9999999950215852,Rejected
5117479,0.9999999968634488,Rejected
5117479,0.9999999935999022,Rejected
5117108,0.9999999968754254,Rejected
5117094,0.9999999968754254,Rejected
5117480,0.9999999931703911,Rejected
5117478,0.9999999968634488,Rejected
5117480,0.999999993558703,Rejected
5118021,0.9999999968604136,Rejected
5117073,0.9999999918276447,Rejected
5118123,0.9999999968604136,Rejected
5117125,0.9999999969019291,Rejected
5117212,0.9999999918276442,Rejected
5117497,0.9999999966104858,Rejected
5117115,0.9999999918276444,Rejected
5117121,0.9999999969019291,Rejected
5117570,0.9999999936377575,Rejected
5117475,0.9999999935887225,Rejected
5118191,0.9999999966840372,Rejected
5118103,0.9999999967233166,Rejected
5118224,0.999999996849215,Rejected
5117989,0.9999999967233166,Rejected
5117691,0.999999996849215,Rejected
5117636,0.999999996849215,Rejected
5117972,0.9999999967233166,Rejected
5117446,0.9999999968977811,Rejected
5118434,0.9999999968114446,Rejected
5117713,0.999999996849215,Rejected
5116827,0.9999999968749114,Rejected
5117716,0.9999999967696629,Rejected
5117716,0.9999999967696629,Rejected
5117308,0.9999999968749114,Rejected
5116557,0.9999999968749114,Rejected
5116937,0.9999999968749114,Rejected
5117698,0.9999999924406185,Rejected
5117121,0.9999999968749114,Rejected
5116706,0.999999996874916,Rejected
5116716,0.9999999968749114,Rejected
5117717,0.9999999938569453,Rejected
5117716,0.9999999967696629,Rejected
5117718,0.9999999967696629,Rejected
5117718,0.9999999967696629,Rejected
5117382,0.9999999968374491,Rejected
5116824,0.9999999968749114,Rejected
5117081,0.9999999968749114,Rejected
5116803,0.9999999968749114,Rejected
5116935,0.9999999968749114,Rejected
5117715,0.9999999968374493,Rejected
5117166,0.9999999968374491,Rejected
5117701,0.9999999968374493,Rejected
5117725,0.9999999935826627,Rejected
5117725,0.9999999935826627,Rejected
5117724,0.9999999798000221,Rejected
5117723,0.9999999939862463,Rejected
5117725,0.9999999831401755,Rejected
5117840,0.9999999953450576,Rejected
5117725,0.9999999928205636,Rejected
5117725,0.9999999916187811,Rejected
5117726,0.999999996711296,Rejected
5117726,0.9999999944812643,Rejected
5117423,0.999999993624739,Rejected
5117456,0.9999999967118274,Rejected
5117427,0.999999993624739,Rejected
5117501,0.9999999949853737,Rejected
5117679,0.9999999967118274,Rejected
5117553,0.9999999967118274,Rejected
5117501,0.9999999946789158,Rejected
5117568,0.9999999967118274,Rejected
5117555,0.9999999967118274,Rejected
5117545,0.9999999967118274,Rejected
5117788,0.9999999968075937,Rejected
5117789,0.9999999968075937,Rejected
5117791,0.9999999968075937,Rejected
5117788,0.9999999968075937,Rejected
5117790,0.9999999968075937,Rejected
5117793,0.999999994932931,Rejected
5117790,0.9999999968075937,Rejected
5117793,0.9999999968075937,Rejected
5117788,0.9999999968075937,Rejected
5117793,0.9999999968075937,Rejected
5117789,0.9999999968075937,Rejected
5117793,0.999999994932931,Rejected
5117677,0.9999999968895159,Rejected
5117934,0.9999999968506319,Rejected
5117955,0.9999999964766246,Rejected
5117672,0.9999999968895159,Rejected
5117907,0.9999999968506319,Rejected
5117950,0.9999999968506319,Rejected
5117922,0.9999999968506319,Rejected
5117887,0.9999999968506319,Rejected
5117932,0.9999999966564133,Rejected
5117938,0.9999999964601001,Rejected
5117946,0.999999996849215,Rejected
5117961,0.999999996849215,Rejected
5118087,0.999999996849215,Rejected
5117951,0.9999999968114446,Rejected
5117954,0.999999996849215,Rejected
5117888,0.9999999968775093,Rejected
5118071,0.999999996849215,Rejected
5117957,0.999999996849215,Rejected
5118081,0.9999999967349631,Rejected
5117946,0.9999999966286441,Rejected
5117946,0.9999999967324473,Rejected
5118011,0.9999999967736404,Rejected
5117946,0.9999999966286441,Rejected
5117946,0.9999999966932771,Rejected
5118094,0.9999999962710882,Rejected
5117974,0.9999999966713149,Rejected
5117947,0.9999999966932771,Rejected
